Number,Source file id,Category code,Category,Funtional Category,Demographic category,Situational category,Name,Source file category,Headquarters city,Registration date,registration office,Country,Address,Latitude,Longitude,Geolocation verification
698,PR-OGSIFLUC-2008012024-698,,,,,,"La Parranda de los Enchaquetaos, Inc.",Arte y Cultura,Moca,1994-07-26,Departamento de Hacienda,Puerto Rico,"La Parranda de los Enchaquetaos, Inc. Moca Puerto Rico",18.3946688,-67.1132356,1
699,PR-OGSIFLUC-2008012024-699,,,,,,"Lares Christian Academy, Inc.",Educación,Lares,2003-04-09,Departamento de Hacienda,Puerto Rico,"Lares Christian Academy, Inc. Lares Puerto Rico",18.3118053,-66.8765058,1
700,PR-OGSIFLUC-2008012024-700,,,,,,"Las Jornadas del Grabado Puertorriqueño, Inc.",Arte y Cultura,San Juan,2007-12-10,Departamento de Hacienda,Puerto Rico,"Las Jornadas del Grabado Puertorriqueño, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
701,PR-OGSIFLUC-2008012024-701,,,,,,"Latin Continental Singers, Inc.",Arte y Cultura,San Juan,2006-10-17,Departamento de Hacienda,Puerto Rico,"Latin Continental Singers, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
702,PR-OGSIFLUC-2008012024-702,,,,,,"Leadership Christian Academy, Inc.",Educación,Guaynabo,2011-02-09,Departamento de Hacienda,Puerto Rico,"Leadership Christian Academy, Inc. Guaynabo Puerto Rico",18.3741748,-66.0973418,1
703,PR-OGSIFLUC-2008012024-703,,,,,,"Liceo Aguadillano, Inc.",Educación,Aguadilla,1981-02-20,Departamento de Hacienda,Puerto Rico,"Liceo Aguadillano, Inc. Aguadilla Puerto Rico",18.4776014,-67.1270742,1
704,PR-OGSIFLUC-2008012024-704,,,,,,Liceo de Arte del Sur Inc.,Educación,Ponce,1999-03-08,Departamento de Hacienda,Puerto Rico,Liceo de Arte del Sur Inc. Ponce Puerto Rico,18.420967,-66.056402,1
705,PR-OGSIFLUC-2008012024-705,,,,,,Liceo Ponceño,Educación,Ponce,1919-12-06,Departamento de Hacienda,Puerto Rico,Liceo Ponceño Ponce Puerto Rico,18.008586,-66.615734,1
706,PR-OGSIFLUC-2008012024-706,,,,,,"Liga de Estudiantes de Arte de San Juan, Inc.",Educación,San Juan,1973-08-13,Departamento de Hacienda,Puerto Rico,"Liga de Estudiantes de Arte de San Juan, Inc. San Juan Puerto Rico",18.467431,-66.1189654,1
707,PR-OGSIFLUC-2008012024-707,,,,,,Little Action Day Care & Learning Center Inc.,Educación,San Juan,2004-07-20,Departamento de Hacienda,Puerto Rico,Little Action Day Care & Learning Center Inc. San Juan Puerto Rico,18.378774,-66.053437,1
708,PR-OGSIFLUC-2008012024-708,,,,,,"Little Paradise School & Day Care, Inc.",Educación,Moca,2004-01-07,Departamento de Hacienda,Puerto Rico,"Little Paradise School & Day Care, Inc. Moca Puerto Rico",18.3868571,-67.09629,1
709,PR-OGSIFLUC-2008012024-709,,,,,,Los Hijos de Bélgica Inc.,Bienestar Social,Ponce,2008-09-12,Departamento de Hacienda,Puerto Rico,Los Hijos de Bélgica Inc. Ponce Puerto Rico,18.006588,-66.6094089,1
710,PR-OGSIFLUC-2008012024-710,,,,,,"Los Orquidistas de Borinquen, Inc.",Ambiente,Trujillo Alto,2001-06-12,Departamento de Hacienda,Puerto Rico,"Los Orquidistas de Borinquen, Inc. Trujillo Alto Puerto Rico",18.4294286,-66.0575942,1
711,PR-OGSIFLUC-2008012024-711,,,,,,"Lovely Little Einsteins, Inc.",Educación,San Juan,2015-05-19,Departamento de Hacienda,Puerto Rico,"Lovely Little Einsteins, Inc. San Juan Puerto Rico",18.4552253,-66.0798062,1
712,PR-OGSIFLUC-2008012024-712,,,,,,"Mahogany for the Future, Inc.",Ambiente,San Juan,2001-05-01,Departamento de Hacienda,Puerto Rico,"Mahogany for the Future, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
713,PR-OGSIFLUC-2008012024-713,,,,,,"Maita Lucas Military Academy, Inc.",Educación,Las Piedras,1992-01-24,Departamento de Hacienda,Puerto Rico,"Maita Lucas Military Academy, Inc. Las Piedras Puerto Rico",18.1763412,-65.864114,1
714,PR-OGSIFLUC-2008012024-714,,,,,,Maranatha Civil Emergency Life Support Group & Communications (KP4JF),Bienestar Social,Humacao,1989-02-14,Departamento de Hacienda,Puerto Rico,Maranatha Civil Emergency Life Support Group & Communications (KP4JF) Humacao Puerto Rico,18.1551337,-65.8203943,1
715,PR-OGSIFLUC-2008012024-715,,,,,,Marine Spill Response Corporation,Ambiente,San Juan,2019-01-24,Departamento de Hacienda,Puerto Rico,Marine Spill Response Corporation San Juan Puerto Rico,38.960802,-77.374089,0
716,PR-OGSIFLUC-2008012024-716,,,,,,"MAS Integrated School Masis, Inc.",Educación,Las Piedras,2008-10-28,Departamento de Hacienda,Puerto Rico,"MAS Integrated School Masis, Inc. Las Piedras Puerto Rico",18.3020625,-67.1568125,1
717,PR-OGSIFLUC-2008012024-717,,,,,,"Materials Characterization Center, Inc.",Educación,San Juan,1999-04-15,Departamento de Hacienda,Puerto Rico,"Materials Characterization Center, Inc. San Juan Puerto Rico",18.4016302,-66.051452,1
718,PR-OGSIFLUC-2008012024-718,,,,,,"Mesa de Diálogo Marthin Luther King, Inc.",Educación,San Juan,2010-11-30,Departamento de Hacienda,Puerto Rico,"Mesa de Diálogo Marthin Luther King, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
719,PR-OGSIFLUC-2008012024-719,,,,,,"Metro Emergency Response Team, Inc.",Bienestar Social,Toa Alta,2000-04-13,Departamento de Hacienda,Puerto Rico,"Metro Emergency Response Team, Inc. Toa Alta Puerto Rico",18.3882823,-66.2482237,1
720,PR-OGSIFLUC-2008012024-720,,,,,,"Metropolitan Opera Auditions Committee Puerto RIco, Inc.",Arte y Cultura,Guaynabo,1989-09-01,Departamento de Hacienda,Puerto Rico,"Metropolitan Opera Auditions Committee Puerto RIco, Inc. Guaynabo Puerto Rico",18.3615548,-66.1110682,1
721,PR-OGSIFLUC-2008012024-721,,,,,,"Mosaico Almudejar, Inc.",Arte y Cultura,San Juan,1997-08-18,Departamento de Hacienda,Puerto Rico,"Mosaico Almudejar, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
722,PR-OGSIFLUC-2008012024-722,,,,,,Moviola Productions Inc.,Arte y Cultura,San Juan,2012-03-11,Departamento de Hacienda,Puerto Rico,Moviola Productions Inc. San Juan Puerto Rico,18.4556145,-66.0832589,1
723,PR-OGSIFLUC-2008012024-723,,,,,,"Mujeres de Islas, Inc.",Bienestar Social,Culebra,2011-03-16,Departamento de Hacienda,Puerto Rico,"Mujeres de Islas, Inc. Culebra Puerto Rico",18.310394,-65.3030705,1
724,PR-OGSIFLUC-2008012024-724,,,,,,"Multisensory Reading Centers of Puerto Rico, Inc.",Educación,San Juan,2012-01-05,Departamento de Hacienda,Puerto Rico,"Multisensory Reading Centers of Puerto Rico, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
725,PR-OGSIFLUC-2008012024-725,,,,,,Multiservicios Oasis Inc.,Educación,Moca,2001-02-12,Departamento de Hacienda,Puerto Rico,Multiservicios Oasis Inc. Moca Puerto Rico,18.3946688,-67.1132356,1
726,PR-OGSIFLUC-2008012024-726,,,,,,"Museo de Arte Contemporáneo de Puerto Rico, Inc.",Arte y Cultura,San Juan,1984-10-08,Departamento de Hacienda,Puerto Rico,"Museo de Arte Contemporáneo de Puerto Rico, Inc. San Juan Puerto Rico",18.450064,-66.074374,1
727,PR-OGSIFLUC-2008012024-727,,,,,,"Museo de Arte de Aguadilla y del Caribe, Inc.",Arte y Cultura,Aguadilla,1980-05-01,Departamento de Hacienda,Puerto Rico,"Museo de Arte de Aguadilla y del Caribe, Inc. Aguadilla Puerto Rico",18.4292345,-67.1547699,1
728,PR-OGSIFLUC-2008012024-728,,,,,,"Museo de Arte de Puerto Rico, Inc.",Arte y Cultura,San Juan,1996-04-19,Departamento de Hacienda,Puerto Rico,"Museo de Arte de Puerto Rico, Inc. San Juan Puerto Rico",18.448276,-66.066284,1
729,PR-OGSIFLUC-2008012024-729,,,,,,"Museo de Arte y Casa de Estudio Alfredo Ramírez de Arellano Rosell, Inc.",Arte y Cultura,San German,1986-09-03,Departamento de Hacienda,Puerto Rico,"Museo de Arte y Casa de Estudio Alfredo Ramírez de Arellano Rosell, Inc. San German Puerto Rico",18.0807659,-67.0448024,1
730,PR-OGSIFLUC-2008012024-730,,,,,,"Museo de Arte y de Historia de Guayama, Corp.",Arte y Cultura,Guayama,2011-02-24,Departamento de Hacienda,Puerto Rico,"Museo de Arte y de Historia de Guayama, Corp. Guayama Puerto Rico",17.985942,-66.1132235,1
731,PR-OGSIFLUC-2008012024-731,,,,,,"Museo de la Historia de San Germán, Inc.",Arte y Cultura,San German,2010-01-05,Departamento de Hacienda,Puerto Rico,"Museo de la Historia de San Germán, Inc. San German Puerto Rico",18.0819184,-67.04357,1
732,PR-OGSIFLUC-2008012024-732,,,,,,"Museo de las Américas, Inc.",Arte y Cultura,San Juan,1991-09-05,Departamento de Hacienda,Puerto Rico,"Museo de las Américas, Inc. San Juan Puerto Rico",18.4677245,-66.1201859,1
733,PR-OGSIFLUC-2008012024-733,,,,,,Museo de las Artes de Barranquitas Inc.,Arte y Cultura,Barranquitas,1980-04-10,Departamento de Hacienda,Puerto Rico,Museo de las Artes de Barranquitas Inc. Barranquitas Puerto Rico,18.188665,-66.3110884,1
734,PR-OGSIFLUC-2008012024-734,,,,,,"Museo del Mar, Inc.",Arte y Cultura,San Juan,2007-09-27,Departamento de Hacienda,Puerto Rico,"Museo del Mar, Inc. San Juan Puerto Rico",18.4663281,-66.1128195,1
735,PR-OGSIFLUC-2008012024-735,,,,,,"Museo Procer Rafael Martínez Nadal, Inc.",Arte y Cultura,Guaynabo,2008-08-18,Departamento de Hacienda,Puerto Rico,"Museo Procer Rafael Martínez Nadal, Inc. Guaynabo Puerto Rico",18.3703104,-66.1081303,1
736,PR-OGSIFLUC-2008012024-736,,,,,,"National Talent Academy, Inc.",Arte y Cultura,Trujillo Alto,2010-12-21,Departamento de Hacienda,Puerto Rico,"National Talent Academy, Inc. Trujillo Alto Puerto Rico",18.3958347,-66.1285228,1
737,PR-OGSIFLUC-2008012024-737,,,,,,"New Generation Christian Academy, Inc.",Educación,Caguas,2002-01-23,Departamento de Hacienda,Puerto Rico,"New Generation Christian Academy, Inc. Caguas Puerto Rico",18.2387995,-66.035249,1
738,PR-OGSIFLUC-2008012024-738,,,,,,"New World Symphony, Inc.",Arte y Cultura,San Juan,2016-02-25,Departamento de Hacienda,Puerto Rico,"New World Symphony, Inc. San Juan Puerto Rico",25.7916128,-80.1335235,0
739,PR-OGSIFLUC-2008012024-739,,,,,,Non Profit Fundraisers US Inc.,Bienestar Social,Toa Baja,2011-01-18,Departamento de Hacienda,Puerto Rico,Non Profit Fundraisers US Inc. Toa Baja Puerto Rico,18.4444709,-66.2543293,1
740,PR-OGSIFLUC-2008012024-740,,,,,,"Nuestra Escuela, Inc.",Educación,Caguas,2000-08-11,Departamento de Hacienda,Puerto Rico,"Nuestra Escuela, Inc. Caguas Puerto Rico",18.2341932,-66.0358799,1
741,PR-OGSIFLUC-2008012024-741,,,,,,"Nueva Escuela Montessori de Rio Piedras, Inc.",Educación,San Juan,2019-01-24,Departamento de Hacienda,Puerto Rico,"Nueva Escuela Montessori de Rio Piedras, Inc. San Juan Puerto Rico",18.4060939,-66.0519974,1
742,PR-OGSIFLUC-2008012024-742,,,,,,"Obreros del Arte, Inc.",Arte y Cultura,San Juan,2007-08-24,Departamento de Hacienda,Puerto Rico,"Obreros del Arte, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
743,PR-OGSIFLUC-2008012024-743,,,,,,"Oficina Legal de la Comunidad, Inc.",Asuntos Legales,San Juan,1981-05-14,Departamento de Hacienda,Puerto Rico,"Oficina Legal de la Comunidad, Inc. San Juan Puerto Rico",18.4266266,-66.0715735,1
744,PR-OGSIFLUC-2008012024-744,,,,,,"Oficina para la Promoción y el Desarrollo Humano, Inc.",Bienestar Social,Arecibo,1992-06-30,Departamento de Hacienda,Puerto Rico,"Oficina para la Promoción y el Desarrollo Humano, Inc. Arecibo Puerto Rico",18.444247,-66.6464068,1
745,PR-OGSIFLUC-2008012024-745,,,,,,"Oficina Pro Ayuda Personas con Impedimentos, Inc.",Bienestar Social,Río Grande,1999-03-29,Departamento de Hacienda,Puerto Rico,"Oficina Pro Ayuda Personas con Impedimentos, Inc. Río Grande Puerto Rico",18.377353,-65.863961,1
746,PR-OGSIFLUC-2008012024-746,,,,,,"Oikos, Inc. (Tu Centro Familiar)",Bienestar Social,Aguas Buenas,2001-09-05,Departamento de Hacienda,Puerto Rico,"Oikos, Inc. (Tu Centro Familiar) Aguas Buenas Puerto Rico",18.2507456,-66.1136025,1
747,PR-OGSIFLUC-2008012024-747,,,,,,"Opera Guild de Puerto Rico, Inc.",Arte y Cultura,San Juan,1972-04-20,Departamento de Hacienda,Puerto Rico,"Opera Guild de Puerto Rico, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
748,PR-OGSIFLUC-2008012024-748,,,,,,Organización Puertorriqueña N.A.D.A. Inc.,Educación,Naranjito,2012-04-30,Departamento de Hacienda,Puerto Rico,Organización Puertorriqueña N.A.D.A. Inc. Naranjito Puerto Rico,18.3007861,-66.2448904,1
749,PR-OGSIFLUC-2008012024-749,,,,,,"Orquesta de Cuerdas de Puerto Rico, Inc.",Arte y Cultura,San Juan,1985-12-11,Departamento de Hacienda,Puerto Rico,"Orquesta de Cuerdas de Puerto Rico, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
750,PR-OGSIFLUC-2008012024-750,,,,,,"Orquesta de Cámara Concerto, Inc.",Arte y Cultura,San Juan,2000-09-28,Departamento de Hacienda,Puerto Rico,"Orquesta de Cámara Concerto, Inc. San Juan Puerto Rico",18.454341,-66.079469,1
751,PR-OGSIFLUC-2008012024-751,,,,,,Orquesta Filarmónica de Bayamón Inc.,Arte y Cultura,Bayamón,2014-09-11,Departamento de Hacienda,Puerto Rico,Orquesta Filarmónica de Bayamón Inc. Bayamón Puerto Rico,18.3691963,-66.1659674,1
752,PR-OGSIFLUC-2008012024-752,,,,,,Orquesta Jíbara Dr. Francisco López-Cruz Inc.,Arte y Cultura,San Juan,1995-11-22,Departamento de Hacienda,Puerto Rico,Orquesta Jíbara Dr. Francisco López-Cruz Inc. San Juan Puerto Rico,18.4674568,-66.1200328,1
753,PR-OGSIFLUC-2008012024-753,,,,,,"P.E.S.C.A., Inc. (Proyecto Educativo Ser, Crecer y Aprender)",Educación,Hatillo,2008-06-06,Departamento de Hacienda,Puerto Rico,"P.E.S.C.A., Inc. (Proyecto Educativo Ser, Crecer y Aprender) Hatillo Puerto Rico",18.4284642,-66.7875321,1
754,PR-OGSIFLUC-2008012024-754,,,,,,Pabellón del Arte - La Cultura y la Música de Puerto Rico Inc.,Arte y Cultura,Guaynabo,2012-03-21,Departamento de Hacienda,Puerto Rico,Pabellón del Arte - La Cultura y la Música de Puerto Rico Inc. Guaynabo Puerto Rico,18.3615548,-66.1110682,1
755,PR-OGSIFLUC-2008012024-755,,,,,,"PACIV Foundation, Inc.",Economía y Finanzas,San Juan,2019-01-24,Departamento de Hacienda,Puerto Rico,"PACIV Foundation, Inc. San Juan Puerto Rico",18.452279,-66.0829615,1
756,PR-OGSIFLUC-2008012024-756,,,,,,"Padres y Amigos de la Banda Escolar de Lajas, Inc.",Arte y Cultura,Lajas,1995-05-30,Departamento de Hacienda,Puerto Rico,"Padres y Amigos de la Banda Escolar de Lajas, Inc. Lajas Puerto Rico",18.049962,-67.0593449,1
757,PR-OGSIFLUC-2008012024-757,,,,,,Palanganas Incorporado,Arte y Cultura,San Juan,1995-05-19,Departamento de Hacienda,Puerto Rico,Palanganas Incorporado San Juan Puerto Rico,18.4655394,-66.1057355,1
758,PR-OGSIFLUC-2008012024-758,,,,,,"Para la Naturaleza, Inc.",Ambiente,San Juan,2011-06-01,Departamento de Hacienda,Puerto Rico,"Para la Naturaleza, Inc. San Juan Puerto Rico",18.3946528,-66.0631809,1
759,PR-OGSIFLUC-2008012024-759,,,,,,"Paraíso Infantil, Inc.",Educación,Moca,1999-06-09,Departamento de Hacienda,Puerto Rico,"Paraíso Infantil, Inc. Moca Puerto Rico",18.2305188,-66.0330214,1
760,PR-OGSIFLUC-2008012024-760,,,,,,Parents Participation Pre-School Association Inc.,Educación,Guaynabo,1978-02-21,Departamento de Hacienda,Puerto Rico,Parents Participation Pre-School Association Inc. Guaynabo Puerto Rico,18.3839084,-66.1225963,1
761,PR-OGSIFLUC-2008012024-761,,,,,,Pathstone Corporation,Bienestar Social,Adjuntas,2019-01-24,Departamento de Hacienda,Puerto Rico,Pathstone Corporation Adjuntas Puerto Rico,18.0363581,-66.5868999,1
762,PR-OGSIFLUC-2008012024-762,,,,,,"Patronato de Monumentos de San Juan, Inc.",Arte y Cultura,San Juan,2009-09-12,Departamento de Hacienda,Puerto Rico,"Patronato de Monumentos de San Juan, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
763,PR-OGSIFLUC-2008012024-763,,,,,,"Patronato de San José, Inc.",Arte y Cultura,San Juan,2014-02-26,Departamento de Hacienda,Puerto Rico,"Patronato de San José, Inc. San Juan Puerto Rico",18.4675567,-66.1184608,1
764,PR-OGSIFLUC-2008012024-764,,,,,,"Patronato del Castillo Serrallés, Inc.",Arte y Cultura,Ponce,1990-09-07,Departamento de Hacienda,Puerto Rico,"Patronato del Castillo Serrallés, Inc. Ponce Puerto Rico",18.0187269,-66.6193047,1
765,PR-OGSIFLUC-2008012024-765,,,,,,Patronato del Teatro Universal Inc.,Arte y Cultura,San Juan,2009-03-04,Departamento de Hacienda,Puerto Rico,Patronato del Teatro Universal Inc. San Juan Puerto Rico,18.4655394,-66.1057355,1
766,PR-OGSIFLUC-2008012024-766,,,,,,"Patronato del Teatro, Inc.",Arte y Cultura,San Juan,1999-12-13,Departamento de Hacienda,Puerto Rico,"Patronato del Teatro, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
767,PR-OGSIFLUC-2008012024-767,,,,,,Pen Club de Puerto Rico Internacional Inc.,Arte y Cultura,San Juan,2012-06-19,Departamento de Hacienda,Puerto Rico,Pen Club de Puerto Rico Internacional Inc. San Juan Puerto Rico,18.4655394,-66.1057355,1
768,PR-OGSIFLUC-2008012024-768,,,,,,"Pequeño Campeón de Jesús, Inc.",Educación,Barceloneta,2008-12-10,Departamento de Hacienda,Puerto Rico,"Pequeño Campeón de Jesús, Inc. Barceloneta Puerto Rico",18.4398658,-66.5613821,1
769,PR-OGSIFLUC-2008012024-769,,,,,,"PHA Ptercarpus Forest, Incorporated",Ambiente,Humacao,2011-12-05,Departamento de Hacienda,Puerto Rico,"PHA Ptercarpus Forest, Incorporated Humacao Puerto Rico",18.094094,-65.801425,1
770,PR-OGSIFLUC-2008012024-770,,,,,,"Philarmonia Symphony Orchestra and Chorus, Inc.",Arte y Cultura,San Juan,2010-04-14,Departamento de Hacienda,Puerto Rico,"Philarmonia Symphony Orchestra and Chorus, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
771,PR-OGSIFLUC-2008012024-771,,,,,,"Platinum College, Corp.",Educación,San Juan,2012-05-22,Departamento de Hacienda,Puerto Rico,"Platinum College, Corp. San Juan Puerto Rico",18.4655394,-66.1057355,1
772,PR-OGSIFLUC-2008012024-772,,,,,,"Plenitud Iniciativas Ecoeducativas, Inc.",Educación,San Juan,2010-02-12,Departamento de Hacienda,Puerto Rico,"Plenitud Iniciativas Ecoeducativas, Inc. San Juan Puerto Rico",18.271558,-67.008421,1
773,PR-OGSIFLUC-2008012024-773,,,,,,"Pomayuan Private School, Inc.",Educación,Trujillo Alto,1978-01-31,Departamento de Hacienda,Puerto Rico,"Pomayuan Private School, Inc. Trujillo Alto Puerto Rico",18.3636544,-66.0070144,1
774,PR-OGSIFLUC-2008012024-774,,,,,,Ponce Christian Academy Incorporated,Educación,Ponce,1996-10-30,Departamento de Hacienda,Puerto Rico,Ponce Christian Academy Incorporated Ponce Puerto Rico,18.0574905,-66.5580669,1
775,PR-OGSIFLUC-2008012024-775,,,,,,"PRABIA, Inc.",Ambiente,Juana Díaz,2011-10-26,Departamento de Hacienda,Puerto Rico,"PRABIA, Inc. Juana Díaz Puerto Rico",18.0534372,-66.5075079,1
776,PR-OGSIFLUC-2008012024-776,,,,,,"Practical, Inc.",Educación,Caguas,1984-12-21,Departamento de Hacienda,Puerto Rico,"Practical, Inc. Caguas Puerto Rico",18.2387995,-66.035249,1
777,PR-OGSIFLUC-2008012024-777,,,,,,"Pro Arte Lírico de Puerto Rico, Inc.",Arte y Cultura,San Juan,1975-07-15,Departamento de Hacienda,Puerto Rico,"Pro Arte Lírico de Puerto Rico, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
778,PR-OGSIFLUC-2008012024-778,,,,,,"Pro Arte Musical, Inc.",Arte y Cultura,San Juan,1976-06-01,Departamento de Hacienda,Puerto Rico,"Pro Arte Musical, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
779,PR-OGSIFLUC-2008012024-779,,,,,,Producciones Actores Unidos Inc.,Arte y Cultura,San Juan,1983-10-04,Departamento de Hacienda,Puerto Rico,Producciones Actores Unidos Inc. San Juan Puerto Rico,18.4655394,-66.1057355,1
780,PR-OGSIFLUC-2008012024-780,,,,,,"Producciones Aleph, Inc.",Arte y Cultura,San Juan,1986-06-09,Departamento de Hacienda,Puerto Rico,"Producciones Aleph, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
781,PR-OGSIFLUC-2008012024-781,,,,,,Producciones Artemisa Inc.,Arte y Cultura,Ponce,1992-06-17,Departamento de Hacienda,Puerto Rico,Producciones Artemisa Inc. Ponce Puerto Rico,18.0110768,-66.6140616,1
782,PR-OGSIFLUC-2008012024-782,,,,,,Producciones Ballet Teatro Inc.,Arte y Cultura,San Juan,2011-02-15,Departamento de Hacienda,Puerto Rico,Producciones Ballet Teatro Inc. San Juan Puerto Rico,18.4655394,-66.1057355,1
783,PR-OGSIFLUC-2008012024-783,,,,,,"Producciones Candilejas, Inc.",Arte y Cultura,San Juan,1970-08-18,Departamento de Hacienda,Puerto Rico,"Producciones Candilejas, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
784,PR-OGSIFLUC-2008012024-784,,,,,,Producciones Capá Cimarrón Inc.,Arte y Cultura,San Juan,2005-08-10,Departamento de Hacienda,Puerto Rico,Producciones Capá Cimarrón Inc. San Juan Puerto Rico,18.4655394,-66.1057355,1
785,PR-OGSIFLUC-2008012024-785,,,,,,"Producciones Chelimón, Inc.",Arte y Cultura,Vieques,2000-02-03,Departamento de Hacienda,Puerto Rico,"Producciones Chelimón, Inc. Vieques Puerto Rico",18.1262854,-65.4400985,1
786,PR-OGSIFLUC-2008012024-786,,,,,,"Producciones Contraparte, Inc.",Arte y Cultura,Carolina,1990-05-10,Departamento de Hacienda,Puerto Rico,"Producciones Contraparte, Inc. Carolina Puerto Rico",18.3736316,-65.9630925,1
787,PR-OGSIFLUC-2008012024-787,,,,,,"Producciones Danzateatro PR, Inc.",Arte y Cultura,Guaynabo,2012-11-27,Departamento de Hacienda,Puerto Rico,"Producciones Danzateatro PR, Inc. Guaynabo Puerto Rico",18.3615548,-66.1110682,1
788,PR-OGSIFLUC-2008012024-788,,,,,,"Producciones Don Pedro, Inc.",Arte y Cultura,San Juan,1973-07-19,Departamento de Hacienda,Puerto Rico,"Producciones Don Pedro, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
789,PR-OGSIFLUC-2008012024-789,,,,,,"Producciones Entre Nos, Inc.",Arte y Cultura,San Juan,1998-01-23,Departamento de Hacienda,Puerto Rico,"Producciones Entre Nos, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
790,PR-OGSIFLUC-2008012024-790,,,,,,"Producciones Girasol, Inc.",Arte y Cultura,San Juan,2012-01-25,Departamento de Hacienda,Puerto Rico,"Producciones Girasol, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
791,PR-OGSIFLUC-2008012024-791,,,,,,"Producciones Oasis, Inc.",Arte y Cultura,Carolina,1988-05-04,Departamento de Hacienda,Puerto Rico,"Producciones Oasis, Inc. Carolina Puerto Rico",18.3736316,-65.9630925,1
792,PR-OGSIFLUC-2008012024-792,,,,,,"Producciones Raúl Méndez, Inc.",Arte y Cultura,Gurabo,1999-05-19,Departamento de Hacienda,Puerto Rico,"Producciones Raúl Méndez, Inc. Gurabo Puerto Rico",18.2543987,-65.9729421,1
793,PR-OGSIFLUC-2008012024-793,,,,,,"Producciones Xavier Cifre, Inc.",Arte y Cultura,San Juan,1993-06-22,Departamento de Hacienda,Puerto Rico,"Producciones Xavier Cifre, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
794,PR-OGSIFLUC-2008012024-794,,,,,,Producciones Zaranda Inc.,Arte y Cultura,San Juan,2003-11-03,Departamento de Hacienda,Puerto Rico,Producciones Zaranda Inc. San Juan Puerto Rico,18.4655394,-66.1057355,1
795,PR-OGSIFLUC-2008012024-795,,,,,,"Producir, Inc. Una Corporación de Desarrollo Comunal y Económico para Cubuy y Lomas",Economía y Finanzas,San Juan,1986-06-11,Departamento de Hacienda,Puerto Rico,"Producir, Inc. Una Corporación de Desarrollo Comunal y Económico para Cubuy y Lomas San Juan Puerto Rico",18.2769927,-65.86201,1
796,PR-OGSIFLUC-2008012024-796,,,,,,"Productora Angeles-Del-Fin, Inc.",Arte y Cultura,San Lorenzo,1999-05-20,Departamento de Hacienda,Puerto Rico,"Productora Angeles-Del-Fin, Inc. San Lorenzo Puerto Rico",18.189402,-65.9609971,1
797,PR-OGSIFLUC-2008012024-797,,,,,,"Productora de Comedias, Inc.",Arte y Cultura,Ponce,1986-07-11,Departamento de Hacienda,Puerto Rico,"Productora de Comedias, Inc. Ponce Puerto Rico",18.0110768,-66.6140616,1
798,PR-OGSIFLUC-2008012024-798,,,,,,"Productora Nacional de Teatro, Inc.",Arte y Cultura,San Juan,1986-10-20,Departamento de Hacienda,Puerto Rico,"Productora Nacional de Teatro, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
799,PR-OGSIFLUC-2008012024-799,,,,,,"Programa de Apoyo y Enlace Comunitario, Inc.",Bienestar Social,Aguada,1995-09-22,Departamento de Hacienda,Puerto Rico,"Programa de Apoyo y Enlace Comunitario, Inc. Aguada Puerto Rico",18.3697827,-67.1490137,1
800,PR-OGSIFLUC-2008012024-800,,,,,,"Programa de Educación Comunal de Entrega y Servicio, Inc. (P.E.C.E.S.)",Educación,Humacao,1988-04-18,Departamento de Hacienda,Puerto Rico,"Programa de Educación Comunal de Entrega y Servicio, Inc. (P.E.C.E.S.) Humacao Puerto Rico",18.1639135,-65.753672,1
801,PR-OGSIFLUC-2008012024-801,,,,,,Proyecto Actívate Inc.,Bienestar Social,Dorado,2003-02-21,Departamento de Hacienda,Puerto Rico,Proyecto Actívate Inc. Dorado Puerto Rico,18.4210387,-66.2793632,1
802,PR-OGSIFLUC-2008012024-802,,,,,,"Proyecto Aurora, Inc.",Educación,San Juan,1996-02-23,Departamento de Hacienda,Puerto Rico,"Proyecto Aurora, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
803,PR-OGSIFLUC-2008012024-803,,,,,,"Proyecto Comunitario Agro-Eco Turístico Barrio Río Hondo, Inc.",Bienestar Social,Mayagüez,2005-02-10,Departamento de Hacienda,Puerto Rico,"Proyecto Comunitario Agro-Eco Turístico Barrio Río Hondo, Inc. Mayagüez Puerto Rico",18.1652043,-67.126888,1
